id,dex_number,pokemon,form,variant_type,stage,evolution_family,evolves_from,evolves_to,final_evolution_targets,mega_targets,type_1,type_2,base_attack,base_defense,base_stamina,max_cp_estimate,current_stage_rating,final_potential_rating,main_uses,raid_rating,gym_attack_rating,gym_defense_rating,league_rating,best_fast_move_pve,best_charged_move_1_pve,best_charged_move_2_pve,best_fast_move_pvp,best_charged_move_1_pvp,best_charged_move_2_pvp,needs_legacy_move,legacy_move,event_wait_recommended,recommended_wait_reason,bad_stats_action,good_stats_action,storage_priority,trade_value,evolve_priority,power_up_priority,regional,legendary,mythical,ultra_beast,can_be_shadow,shadow_relevant,purified_relevant,can_be_mega,mega_relevant,availability_status,notes,source_notes,last_reviewed
samurott,503,Samurott,,normal,final,Oshawott,Dewott,,Samurott,,Water,,212,157,216,3194,budget,budget,pokedex/collection,budget,budget,budget,bad,Waterfall,Liquidation,Hydro Cannon,Waterfall,Liquidation,Hydro Cannon,yes,Hydro Cannon,yes,Better with Hydro Cannon,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,Often wants Hydro Cannon; wait for event/Elite TM before serious investment.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
samurott_samurott_hisuian,503,Samurott,Hisuian,form,single,Oshawott,,,Samurott (Hisuian),,Water,Dark,218,152,207,3167,budget,budget,pokedex/collection,budget,budget,bad,bad,Waterfall,Razor Shell,Dark Pulse,Waterfall,Razor Shell,Dark Pulse,yes,Hydro Cannon,yes,Better with Hydro Cannon,transfer,keep,low,low,none,low,yes,no,no,no,yes,no,no,no,no,game master present,Often wants Hydro Cannon; wait for event/Elite TM before serious investment.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
patrat,504,Patrat,,normal,base,Patrat,,Watchog,Watchog,,Normal,,98,73,128,895,bad,bad,pokedex/collection,bad,bad,bad,bad,Tackle,Hyper Fang,Dig,Tackle,Hyper Fang,Dig,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
watchog,505,Watchog,,normal,final,Patrat,Patrat,,Watchog,,Normal,,165,139,155,2056,bad,bad,pokedex/collection,bad,bad,bad,bad,Bite,Hyper Fang,Crunch,Bite,Hyper Fang,Crunch,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lillipup,506,Lillipup,,normal,base,Lillipup,,Herdier,Stoutland,,Normal,,107,86,128,1035,bad,budget,pokedex/collection,bad,bad,bad,bad,Tackle,Dig,Thunderbolt,Tackle,Dig,Thunderbolt,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
herdier,507,Herdier,,normal,middle,Lillipup,Lillipup,Stoutland,Stoutland,,Normal,,145,126,163,1789,bad,budget,pokedex/collection,bad,bad,bad,bad,Take Down,Dig,Play Rough,Take Down,Dig,Play Rough,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
stoutland,508,Stoutland,,normal,final,Lillipup,Herdier,,Stoutland,,Normal,,206,182,198,3196,budget,budget,pokedex/collection,bad,bad,budget,bad,Ice Fang,Crunch,Wild Charge,Ice Fang,Crunch,Wild Charge,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
purrloin,509,Purrloin,,normal,base,Purrloin,,Liepard,Liepard,,Dark,,98,73,121,872,bad,bad,pokedex/collection,bad,bad,bad,bad,Sucker Punch,Dark Pulse,Play Rough,Sucker Punch,Dark Pulse,Play Rough,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
liepard,510,Liepard,,normal,final,Purrloin,Purrloin,,Liepard,,Dark,,187,106,162,2087,bad,bad,pokedex/collection,bad,bad,bad,bad,Snarl,Dark Pulse,Play Rough,Snarl,Dark Pulse,Play Rough,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pansage,511,Pansage,,normal,base,Pansage,,Simisage,Simisage,,Grass,,104,94,137,1081,bad,budget,pokedex/collection,bad,bad,bad,bad,Vine Whip,Energy Ball,Seed Bomb,Vine Whip,Energy Ball,Seed Bomb,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
simisage,512,Simisage,,normal,final,Pansage,Pansage,,Simisage,,Grass,,206,133,181,2657,budget,budget,pokedex/collection,budget,budget,bad,bad,Vine Whip,Solar Beam,Grass Knot,Vine Whip,Solar Beam,Grass Knot,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pansear,513,Pansear,,normal,base,Pansear,,Simisear,Simisear,,Fire,,104,94,137,1081,bad,budget,pokedex/collection,bad,bad,bad,bad,Fire Spin,Flame Charge,Crunch,Fire Spin,Flame Charge,Crunch,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
simisear,514,Simisear,,normal,final,Pansear,Pansear,,Simisear,,Fire,,206,133,181,2657,budget,budget,pokedex/collection,budget,budget,bad,bad,Fire Spin,Fire Blast,Crunch,Fire Spin,Fire Blast,Crunch,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
panpour,515,Panpour,,normal,base,Panpour,,Simipour,Simipour,,Water,,104,94,137,1081,bad,budget,pokedex/collection,bad,bad,bad,bad,Water Gun,Crunch,Surf,Water Gun,Crunch,Surf,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
simipour,516,Simipour,,normal,final,Panpour,Panpour,,Simipour,,Water,,206,133,181,2657,budget,budget,pokedex/collection,budget,budget,bad,bad,Water Gun,Hydro Pump,Crunch,Water Gun,Hydro Pump,Crunch,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
munna,517,Munna,,normal,base,Munna,,Musharna,Musharna,,Psychic,,111,92,183,1294,bad,budget,pokedex/collection,bad,bad,bad,bad,Zen Headbutt,Psyshock,Dazzling Gleam,Zen Headbutt,Psyshock,Dazzling Gleam,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
musharna,518,Musharna,,normal,final,Munna,Munna,,Musharna,,Psychic,,183,166,253,3079,budget,budget,pokedex/collection,bad,bad,budget,bad,Zen Headbutt,Psyshock,Dazzling Gleam,Zen Headbutt,Psyshock,Dazzling Gleam,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pidove,519,Pidove,,normal,base,Pidove,,Tranquill,Unfezant,,Normal,Flying,98,80,137,958,bad,bad,pokedex/collection,bad,bad,bad,bad,Air Slash,Aerial Ace,Air Cutter,Air Slash,Aerial Ace,Air Cutter,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tranquill,520,Tranquill,,normal,middle,Pidove,Pidove,Unfezant,Unfezant,,Normal,Flying,144,107,158,1631,bad,bad,pokedex/collection,bad,bad,bad,bad,Air Slash,Sky Attack,Aerial Ace,Air Slash,Sky Attack,Aerial Ace,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
unfezant,521,Unfezant,,normal,final,Pidove,Tranquill,,Unfezant,,Normal,Flying,226,146,190,3091,bad,bad,pokedex/collection,bad,bad,bad,bad,Air Slash,Sky Attack,Hyper Beam,Air Slash,Sky Attack,Hyper Beam,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
blitzle,522,Blitzle,,normal,base,Blitzle,,Zebstrika,Zebstrika,,Electric,,118,64,128,998,bad,budget,pokedex/collection,bad,bad,bad,bad,Quick Attack,Discharge,Thunderbolt,Quick Attack,Discharge,Thunderbolt,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zebstrika,523,Zebstrika,,normal,final,Blitzle,Blitzle,,Zebstrika,,Electric,,211,136,181,2745,budget,budget,pokedex/collection,budget,budget,bad,bad,Spark,Discharge,Wild Charge,Spark,Discharge,Wild Charge,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
roggenrola,524,Roggenrola,,normal,base,Roggenrola,,Boldore,Gigalith,,Rock,,121,110,146,1362,bad,budget,pokedex/collection,bad,bad,bad,bad,Smack Down,Rock Blast,Stone Edge,Smack Down,Rock Blast,Stone Edge,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
boldore,525,Boldore,,normal,middle,Roggenrola,Roggenrola,Gigalith,Gigalith,,Rock,,174,143,172,2293,bad,budget,pokedex/collection,bad,bad,bad,bad,Smack Down,Rock Slide,Stone Edge,Smack Down,Rock Slide,Stone Edge,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gigalith,526,Gigalith,,normal,final,Roggenrola,Boldore,,Gigalith,,Rock,,226,201,198,3650,budget,budget,pokedex/collection,budget,budget,budget,bad,Smack Down,Meteor Beam,Rock Slide,Smack Down,Meteor Beam,Rock Slide,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
woobat,527,Woobat,,normal,base,Woobat,,Swoobat,Swoobat,,Psychic,Flying,107,85,163,1149,bad,bad,pokedex/collection,bad,bad,bad,bad,Confusion,Psyshock,Aerial Ace,Confusion,Psyshock,Aerial Ace,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
swoobat,528,Swoobat,,normal,final,Woobat,Woobat,,Swoobat,,Psychic,Flying,161,119,167,1940,bad,bad,pokedex/collection,bad,bad,bad,bad,Confusion,Fly,Psychic,Confusion,Fly,Psychic,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
drilbur,529,Drilbur,,normal,base,Drilbur,,Excadrill,Excadrill,,Ground,,154,85,155,1555,bad,strong,pokedex/collection,bad,bad,bad,bad,Mud Slap,Dig,Drill Run,Mud Slap,Dig,Drill Run,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
excadrill,530,Excadrill,,normal,final,Drilbur,Drilbur,,Excadrill,,Ground,Steel,255,129,242,3667,strong,strong,strong raid; strong gym attack,strong,strong,bad,bad,Mud Slap,Scorching Sands,Drill Run,Mud Slap,Scorching Sands,Drill Run,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
audino,531,Audino,,normal,single,Audino,,,Audino,Audino (Mega),Normal,,114,163,230,1902,budget,budget,pokedex/collection,bad,bad,budget,bad,Pound,Hyper Beam,Disarming Voice,Pound,Hyper Beam,Disarming Voice,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
audino_mega,531,Audino,Mega,mega,mega,Audino,Audino,,Audino (Mega),,Normal,Fairy,147,239,230,2853,budget,budget,mega attacker,budget,budget,budget,bad,Pound,Disarming Voice,Dazzling Gleam,Pound,Disarming Voice,Dazzling Gleam,no,,no,,transfer,keep one,low,low,none,low,no,no,no,no,no,no,no,no,yes,game master present,Temporary Mega/Primal-style evolution row.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
timburr,532,Timburr,,normal,base,Timburr,,Gurdurr,Conkeldurr,,Fighting,,134,87,181,1487,bad,strong,pokedex/collection,bad,bad,bad,bad,Low Kick,Brick Break,Low Sweep,Low Kick,Brick Break,Low Sweep,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gurdurr,533,Gurdurr,,normal,middle,Timburr,Timburr,Conkeldurr,Conkeldurr,,Fighting,,180,134,198,2452,bad,strong,pokedex/collection,bad,bad,bad,bad,Poison Jab,Brick Break,Low Sweep,Poison Jab,Brick Break,Low Sweep,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
conkeldurr,534,Conkeldurr,,normal,final,Timburr,Gurdurr,,Conkeldurr,,Fighting,,243,158,233,3773,strong,strong,strong raid; strong gym attack,strong,strong,budget,bad,Counter,Dynamic Punch,Focus Blast,Counter,Dynamic Punch,Focus Blast,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tympole,535,Tympole,,normal,base,Tympole,,Palpitoad,Seismitoad,,Water,,98,78,137,948,bad,budget,pokedex/collection,bad,bad,bad,bad,Bubble,Mud Bomb,Water Pulse,Bubble,Mud Bomb,Water Pulse,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
palpitoad,536,Palpitoad,,normal,middle,Tympole,Tympole,Seismitoad,Seismitoad,,Water,Ground,128,109,181,1574,bad,budget,pokedex/collection,bad,bad,bad,bad,Bubble,Earth Power,Water Pulse,Bubble,Earth Power,Water Pulse,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
seismitoad,537,Seismitoad,,normal,final,Tympole,Palpitoad,,Seismitoad,,Water,Ground,188,150,233,2899,budget,budget,strong great league; strong ultra league,bad,bad,budget,strong,Bubble,Earth Power,Muddy Water,Bubble,Earth Power,Muddy Water,no,,no,,trade,keep,high,high,none,high,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
throh,538,Throh,,normal,single,Throh,,,Throh,,Fighting,,172,160,260,2896,budget,budget,pokedex/collection,bad,bad,budget,bad,Low Kick,Focus Blast,Brick Break,Low Kick,Focus Blast,Brick Break,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sawk,539,Sawk,,normal,single,Sawk,,,Sawk,,Fighting,,231,153,181,3152,budget,budget,pokedex/collection,budget,budget,bad,bad,Poison Jab,Focus Blast,Brick Break,Poison Jab,Focus Blast,Brick Break,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sewaddle,540,Sewaddle,,normal,base,Sewaddle,,Swadloon,Leavanny,,Bug,Grass,96,124,128,1105,bad,budget,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Silver Wind,Energy Ball,Struggle Bug,Silver Wind,Energy Ball,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
swadloon,541,Swadloon,,normal,middle,Sewaddle,Sewaddle,Leavanny,Leavanny,,Bug,Grass,115,162,146,1549,bad,budget,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Bug Buzz,Silver Wind,Struggle Bug,Bug Buzz,Silver Wind,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
leavanny,542,Leavanny,,normal,final,Sewaddle,Swadloon,,Leavanny,,Bug,Grass,205,165,181,2917,budget,budget,pokedex/collection,budget,budget,bad,bad,Razor Leaf,Leaf Blade,Silver Wind,Razor Leaf,Leaf Blade,Silver Wind,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
venipede,543,Venipede,,normal,base,Venipede,,Whirlipede,Scolipede,,Bug,Poison,83,99,102,799,bad,bad,pokedex/collection,bad,bad,bad,bad,Bug Bite,Sludge Bomb,Signal Beam,Bug Bite,Sludge Bomb,Signal Beam,no,,no,,trade,keep one,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
whirlipede,544,Whirlipede,,normal,middle,Venipede,Venipede,Scolipede,Scolipede,,Bug,Poison,100,173,120,1293,bad,bad,pokedex/collection,bad,bad,bad,bad,Bug Bite,Sludge Bomb,Signal Beam,Bug Bite,Sludge Bomb,Signal Beam,no,,no,,trade,keep one,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
scolipede,545,Scolipede,,normal,final,Venipede,Whirlipede,,Scolipede,,Bug,Poison,203,175,155,2766,bad,bad,decent great league; decent ultra league,bad,bad,bad,decent,Poison Jab,Sludge Bomb,X Scissor,Poison Jab,Sludge Bomb,X Scissor,no,,no,,trade,keep one,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
cottonee,546,Cottonee,,normal,base,Cottonee,,Whimsicott,Whimsicott,,Grass,Fairy,71,111,120,791,bad,bad,pokedex/collection,bad,bad,bad,bad,Charm,Grass Knot,Energy Ball,Charm,Grass Knot,Energy Ball,no,,no,,trade,keep one,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
whimsicott,547,Whimsicott,,normal,final,Cottonee,Cottonee,,Whimsicott,,Grass,Fairy,164,176,155,2277,bad,bad,strong great league; strong ultra league,bad,bad,bad,strong,Charm,Grass Knot,Seed Bomb,Charm,Grass Knot,Seed Bomb,no,,no,,trade,keep one,high,high,none,high,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
petilil,548,Petilil,,normal,base,Petilil,,Lilligant,Lilligant,,Grass,,119,91,128,1164,bad,budget,pokedex/collection,bad,bad,bad,bad,Charm,Energy Ball,Seed Bomb,Charm,Energy Ball,Seed Bomb,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lilligant,549,Lilligant,,normal,final,Petilil,Petilil,,Lilligant,,Grass,,214,155,172,2883,budget,budget,pokedex/collection,budget,budget,bad,bad,Magical Leaf,Solar Beam,Petal Blizzard,Magical Leaf,Solar Beam,Petal Blizzard,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lilligant_lilligant_hisuian,549,Lilligant,Hisuian,form,single,Petilil,,,Lilligant (Hisuian),,Grass,Fighting,208,159,172,2840,budget,budget,pokedex/collection,budget,budget,bad,bad,Magical Leaf,Solar Beam,Upper Hand,Magical Leaf,Solar Beam,Upper Hand,no,,no,,transfer,keep,low,low,none,low,yes,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
basculin,550,Basculin,,normal,single,Basculin,,,Basculin,,Water,,189,129,172,2363,bad,bad,pokedex/collection,bad,bad,bad,bad,Water Gun,Aqua Tail,Muddy Water,Water Gun,Aqua Tail,Muddy Water,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
basculin_basculin_white_striped,550,Basculin,White Striped,form,single,Basculin,,,Basculin (White Striped),,Water,,189,129,172,2363,bad,bad,pokedex/collection,bad,bad,bad,bad,Water Gun,Aqua Tail,Muddy Water,Water Gun,Aqua Tail,Muddy Water,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sandile,551,Sandile,,normal,base,Sandile,,Krokorok,Krookodile,,Ground,Dark,132,69,137,1172,bad,budget,pokedex/collection,bad,bad,bad,bad,Mud Slap,Dig,Crunch,Mud Slap,Dig,Crunch,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
krokorok,552,Krokorok,,normal,middle,Sandile,Sandile,Krookodile,Krookodile,,Ground,Dark,155,90,155,1603,bad,budget,pokedex/collection,bad,bad,bad,bad,Mud Slap,Crunch,Bulldoze,Mud Slap,Crunch,Bulldoze,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
krookodile,553,Krookodile,,normal,final,Sandile,Krokorok,,Krookodile,,Ground,Dark,229,158,216,3444,budget,budget,pokedex/collection,budget,budget,budget,bad,Mud Slap,Crunch,Outrage,Mud Slap,Crunch,Outrage,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
darumaka,554,Darumaka,,normal,base,Darumaka,,Darmanitan,Darmanitan,,Fire,,153,86,172,1630,bad,strong,pokedex/collection,bad,bad,bad,bad,Fire Fang,Flame Charge,Fire Punch,Fire Fang,Flame Charge,Fire Punch,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
darumaka_darumaka_galarian,554,Darumaka,Galarian,form,base,Darumaka,,Darmanitan (Galarian Standard),Darmanitan (Galarian Standard),,Ice,,153,86,172,1630,bad,strong,pokedex/collection,bad,bad,bad,bad,Ice Fang,Ice Beam,Ice Punch,Ice Fang,Ice Beam,Ice Punch,no,,no,,trade,keep,high,high,high,none,yes,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
darmanitan,555,Darmanitan,,normal,final,Darumaka,Darumaka,,Darmanitan,,Fire,,263,114,233,3511,strong,strong,strong raid; strong gym attack,strong,strong,bad,bad,Incinerate,Overheat,Psychic,Incinerate,Overheat,Psychic,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
darmanitan_darmanitan_galarian_standard,555,Darmanitan,Galarian Standard,form,final,Darumaka,Darumaka (Galarian),,Darmanitan (Galarian Standard),,Ice,,263,114,233,3511,strong,strong,strong raid; strong gym attack,strong,strong,bad,bad,Ice Fang,Avalanche,Ice Punch,Ice Fang,Avalanche,Ice Punch,no,,no,,trade,keep,high,high,none,high,yes,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
darmanitan_darmanitan_galarian_zen,555,Darmanitan,Galarian Zen,form,single,Darumaka,,,Darmanitan (Galarian Zen),,Ice,Fire,323,123,233,4415,strong,strong,strong raid; strong gym attack,strong,strong,bad,bad,Ice Fang,Avalanche,Overheat,Ice Fang,Avalanche,Overheat,no,,no,,trade,keep,high,high,none,high,yes,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
darmanitan_darmanitan_zen,555,Darmanitan,Zen,form,single,Darumaka,,,Darmanitan (Zen),,Fire,Psychic,243,202,233,4226,strong,strong,strong raid; strong gym attack; decent gym defense,strong,strong,decent,bad,Incinerate,Psychic,Overheat,Incinerate,Psychic,Overheat,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
maractus,556,Maractus,,normal,single,Maractus,,,Maractus,,Grass,,201,130,181,2571,bad,bad,pokedex/collection,bad,bad,bad,bad,Poison Jab,Solar Beam,Petal Blizzard,Poison Jab,Solar Beam,Petal Blizzard,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dwebble,557,Dwebble,,normal,base,Dwebble,,Crustle,Crustle,,Bug,Rock,118,128,137,1384,bad,budget,pokedex/collection,bad,bad,bad,bad,Smack Down,Rock Blast,X Scissor,Smack Down,Rock Blast,X Scissor,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
crustle,558,Crustle,,normal,final,Dwebble,Dwebble,,Crustle,,Bug,Rock,188,200,172,2874,budget,budget,pokedex/collection,bad,bad,budget,bad,Smack Down,Rock Wrecker,Rock Slide,Smack Down,Rock Wrecker,Rock Slide,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
scraggy,559,Scraggy,,normal,base,Scraggy,,Scrafty,Scrafty,,Dark,Fighting,132,132,137,1551,bad,budget,pokedex/collection,bad,bad,bad,bad,Rock Smash,Upper Hand,Foul Play,Rock Smash,Upper Hand,Foul Play,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
scrafty,560,Scrafty,,normal,final,Scraggy,Scraggy,,Scrafty,,Dark,Fighting,163,222,163,2581,budget,budget,pokedex/collection,bad,bad,budget,bad,Counter,Upper Hand,Power Up Punch,Counter,Upper Hand,Power Up Punch,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sigilyph,561,Sigilyph,,normal,single,Sigilyph,,,Sigilyph,,Psychic,Flying,204,167,176,2883,bad,bad,pokedex/collection,bad,bad,bad,bad,Air Slash,Ancient Power,Psybeam,Air Slash,Ancient Power,Psybeam,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
